id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
980,25,0.25,0.25,0.25,0.25,69.7,58.2,16,0.429000524,0.394971427,32.41723682,4745.46028
981,25,0.25,0.25,0.25,0.63,94.6,79,34,0.383786508,0.391441876,30.15219795,3828.16556
982,12.5,0.25,0.25,0.5,0.63,77.4,64.7,24,0.574708327,0.488568502,39.22848885,5914.16491
983,12.5,0.25,0.25,0.63,0.75,77.4,64.7,24,0.509933842,0.456936833,36.9753139,5931.7528
984,25,0.5,0.25,0.63,0.5,86,71.9,34,0.404225284,0.438630573,31.23191007,4323.93099
985,25,0.5,0.25,0.63,0.5,86,71.9,24,0.46082121,0.40166998,33.44212024,5305.74363
986,12.5,0.25,0.25,0.38,0.25,86,71.9,34,0.32833671,0.377566465,28.55641695,3496.35236
987,25,0.5,0.25,0.38,0.5,86,71.9,1,0.55195445,0.477438541,38.6454264,7028.6735
988,12.5,0.25,0.25,0.38,0.63,77.4,64.7,16,0.570329618,0.470852882,38.37855771,6503.27204
989,12.5,0.25,0.25,0.5,0.5,86,71.9,1,0.611462998,0.511834352,45.80306982,8247.52116
990,25,0.5,0.25,0.63,0.63,94.6,79,16,0.4096968,0.408851197,31.11988062,4460.91457
991,12.5,0.25,0.25,0.38,0.75,77.4,64.7,1,0.582954458,0.485989695,40.55501923,7127.16457
992,12.5,0.25,0.25,0.5,0.5,86,71.9,1,0.623063206,0.511834352,43.2784975,8175.45619
993,25,0.5,0.38,0.5,0.75,77.4,64.7,34,0.427020997,0.426679269,33.30696962,4248.35505
994,25,0.5,0.38,0.5,0.5,69.7,58.2,24,0.525063322,0.433666745,35.92331365,6687.25926
995,25,0.5,0.25,0.63,0.5,86,71.9,34,0.489723491,0.427430828,34.13758465,5552.72387
996,25,0.5,0.25,0.63,0.63,94.6,79,24,0.476836137,0.439422701,33.48611213,5322.84043
997,12.5,0.25,0.25,0.63,0.5,69.7,58.2,1,0.548724554,0.434349356,35.17991165,6619.84695
998,25,0.5,0.25,0.63,0.63,94.6,79,16,0.50476135,0.451012573,37.405241,5535.05665
999,12.5,0.25,0.25,0.63,0.63,86,71.9,24,0.611462998,0.601161249,42.17176453,8605.19995
1000,25,0.5,0.38,0.38,0.75,94.6,79,24,0.521053454,0.459101737,36.81673726,6595.45629
1001,25,0.5,0.25,0.5,0.5,86,71.9,1,0.508675267,0.450498441,36.69768447,6097.44285
1002,25,0.5,0.25,0.5,0.63,94.6,79,34,0.467569149,0.433195442,34.87598919,5205.3203
1003,12.5,0.25,0.25,0.5,0.5,69.7,58.2,24,0.370946044,0.364725785,28.43820263,3182.69865
1004,12.5,0.25,0.25,0.38,0.63,77.4,64.7,1,0.522547698,0.457845739,37.20361319,6771.67497
1005,20,0.537,0.117,0.409,0.058,86,71.9,34,0.330822336,0.379871916,28.74258268,2988.05944
1006,12.5,0.25,0.25,0.75,0.63,86,71.9,16,0.502842336,0.450498441,36.31159312,6451.10052
1007,25,0.5,0.25,0.63,0.5,69.7,58.2,16,0.553185654,0.45386752,38.38301202,7565.21124
1008,12.5,0.25,0.38,0.38,0.5,86,71.9,34,0.610691292,0.504877559,42.82737534,7267.28344
1009,25,0.5,0.38,0.38,0.75,69.7,58.2,16,0.502106031,0.429452031,35.89130977,6491.22353
1010,12.5,0.25,0.25,0.38,0.5,94.6,79,24,0.538125922,0.471871207,38.38301202,6754.44894
1011,12.5,0.25,0.25,0.63,0.5,86,71.9,16,0.55788532,0.478135139,38.62163873,7293.53617
1012,12.5,0.25,0.25,0.75,0.75,77.4,64.7,16,0.600340952,0.500524535,42.59849195,7829.514
1013,12.5,0.25,0.25,0.38,0.5,69.7,58.2,16,0.544644313,0.446570029,37.55556802,6830.96605
1014,12.5,0.25,0.25,0.38,0.5,86,71.9,1,0.49154744,0.448972519,35.89130977,5966.71128
1015,25,0.5,0.38,0.5,0.5,94.6,79,34,0.396762494,0.39604355,31.02327724,3941.25512
1016,25,0.5,0.25,0.75,0.5,94.6,79,16,0.309669459,0.366283529,27.3454535,3998.05416
1017,25,0.5,0.25,0.63,0.75,77.4,64.7,16,0.528886613,0.453131061,37.32322478,6327.47736
1018,25,0.5,0.25,0.63,0.5,94.6,79,34,0.371183688,0.396533319,30.60468328,3822.98167
1019,25,0.25,0.25,0.25,0.38,69.7,58.2,34,0.372318474,0.389593412,29.83315835,3708.20502
1020,25,0.5,0.38,0.5,0.5,77.4,64.7,24,0.583697575,0.485989695,40.57450377,7290.10652
1021,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.508341786,0.459420676,36.6742427,5945.89951
1022,12.5,0.25,0.25,0.5,0.5,69.7,58.2,16,0.546003143,0.436258462,36.97636061,6409.14001
1023,25,0.5,0.38,0.38,0.5,94.6,79,16,0.518626455,0.464165541,38.45252155,6521.29112
1024,25,0.5,0.25,0.63,0.63,69.7,58.2,34,0.402052391,0.397617195,31.10161493,4200.97375
1025,12.5,0.25,0.25,0.38,0.5,77.4,64.7,16,0.596551315,0.490020262,41.25028935,7637.63338
1026,12.5,0.25,0.25,0.38,0.75,77.4,64.7,16,0.49368953,0.442865602,35.89130977,5538.91301
1027,12.5,0.25,0.25,0.5,0.75,86,71.9,34,0.48638367,0.444525217,34.94019505,5381.27266
1028,12.5,0.25,0.38,0.38,0.63,86,71.9,1,0.48180056,0.445587455,35.93380223,5569.13925
1029,25,0.5,0.38,0.5,0.75,86,71.9,24,0.579179402,0.484698098,40.03764422,7161.9619
1030,25,0.25,0.25,0.25,0.25,94.6,79,24,0.384981338,0.352186419,26.28235597,2625.26916
1031,12.5,0.25,0.25,0.25,0.5,86,71.9,1,0.489326401,0.445474763,34.0430221,5575.39447
1032,25,0.5,0.25,0.5,0.5,77.4,64.7,1,0.566350244,0.463806532,38.17659701,5360.87391
1033,12.5,0.25,0.25,0.63,0.63,77.4,64.7,1,0.584016198,0.488638858,38.23520379,7556.10991
1034,25,0.5,0.38,0.5,0.63,69.7,58.2,34,0.396762494,0.395435754,30.27510191,4203.02762
1035,25,0.5,0.25,0.5,0.75,69.7,58.2,16,0.467156853,0.412478904,33.31223192,5495.36535
1036,12.5,0.25,0.25,0.75,0.63,94.6,79,16,0.583378727,0.482227496,40.36001849,7122.49056
1037,25,0.5,0.25,0.75,0.75,69.7,58.2,24,0.468921469,0.431142084,34.02922281,5402.48408
1038,25,0.5,0.25,0.63,0.63,77.4,64.7,16,0.566319234,0.474776543,39.28816181,6539.11085
1039,25,0.5,0.25,0.63,0.75,86,71.9,1,0.519208599,0.460796109,37.55556802,5686.12196
1040,25,0.5,0.117,0.63,0.5,86,71.9,34,0.283055065,0.352186419,27.44242745,2988.05944
1041,25,0.5,0.25,0.5,0.75,69.7,58.2,1,0.523845567,0.437265704,35.16668937,6325.26613
1042,25,0.5,0.25,0.5,0.75,86,71.9,16,0.511830268,0.464522205,37.75813832,6717.44627
1043,25,0.5,0.38,0.38,0.5,69.7,58.2,24,0.46751899,0.412661872,33.12546719,5649.03716
1044,25,0.5,0.25,0.63,0.5,86,71.9,34,0.342841074,0.373748945,28.76356526,3662.18313
1045,25,0.5,0.25,0.5,0.63,69.7,58.2,24,0.449195313,0.409907136,33.84753901,5126.99318
1046,25,0.5,0.25,0.63,0.75,94.6,79,16,0.589622441,0.495898084,41.13589278,7667.83619
1047,25,0.5,0.25,0.63,0.5,86,71.9,34,0.466279462,0.428118259,32.78937613,5403.69852
1048,25,0.5,0.25,0.75,0.63,94.6,79,34,0.55195445,0.470881648,38.52587501,6836.39728
1049,25,0.5,0.38,0.5,0.75,77.4,64.7,16,0.62818447,0.520974303,43.93700206,8605.19995
1050,25,0.5,0.25,0.38,0.75,77.4,64.7,1,0.464824509,0.431201835,34.77772061,4858.24073
1051,12.5,0.25,0.25,0.25,0.63,77.4,64.7,24,0.489823352,0.42782472,34.76957798,5632.45917
1052,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.480707687,0.436777234,35.18597077,5739.92493
1053,12.5,0.25,0.38,0.63,0.63,69.7,58.2,1,0.548724554,0.454917386,38.86811018,7007.66825
1054,12.5,0.25,0.38,0.5,0.63,86,71.9,34,0.506346175,0.451986086,36.2542016,6093.31527
1055,12.5,0.25,0.25,0.5,0.75,94.6,79,34,0.41016336,0.409384028,31.64262219,4888.50303
1056,25,0.5,0.25,0.63,0.75,77.4,64.7,24,0.480963646,0.430113965,34.33849206,5347.71894
1057,25,0.5,0.25,0.63,0.63,77.4,64.7,34,0.498218761,0.446570029,35.26003436,6060.64149
1058,12.5,0.25,0.25,0.25,0.75,69.7,58.2,16,0.498793068,0.424380104,35.55511529,6279.3385
1059,25,0.5,0.38,0.63,0.5,86,71.9,16,0.509158377,0.455135389,36.46620322,6198.06496
1060,25,0.5,0.25,0.75,0.5,94.6,79,1,0.527308548,0.464561582,37.44044874,6480.80815
1061,25,0.5,0.38,0.5,0.63,69.7,58.2,1,0.502621602,0.459420676,36.97636061,6024.94599
1062,12.5,0.25,0.25,0.75,0.5,69.7,58.2,24,0.515012624,0.443192487,37.72398079,6327.47736
1063,12.5,0.25,0.38,0.5,0.75,94.6,79,16,0.610329712,0.502062222,42.48595317,7903.51351
1064,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.482854142,0.419747673,34.0430221,5527.42503
1065,25,0.5,0.25,0.63,0.75,86,71.9,24,0.429000524,0.403476889,31.09005649,4575.76991
1066,12.5,0.25,0.25,0.63,0.75,77.4,64.7,24,0.582954458,0.486003684,40.55976952,7443.62446
1067,25,0.5,0.25,0.63,0.5,94.6,79,24,0.370946044,0.364725785,30.12737627,3828.16556
1068,25,0.5,0.25,0.5,0.5,77.4,64.7,16,0.511413154,0.464892019,37.62889677,6327.00807
1069,12.5,0.25,0.25,0.5,0.63,69.7,58.2,1,0.547743879,0.467219599,40.54647951,7298.0026
1070,12.5,0.25,0.25,0.5,0.5,86,71.9,24,0.552071106,0.480847944,39.92318644,7502.24389
1071,25,0.5,0.25,0.63,0.5,77.4,64.7,16,0.489326401,0.42726083,34.89511705,5700.24324
1072,12.5,0.25,0.25,0.38,0.5,77.4,64.7,1,0.567975637,0.474952374,37.55556802,6747.59779
1073,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.349908358,0.381184884,29.28433587,3436.49354
1074,25,0.5,0.25,0.75,0.75,94.6,79,24,0.456503309,0.423865656,32.09005649,5291.89688
1075,12.5,0.25,0.25,0.75,0.75,94.6,79,34,0.379102775,0.396602445,30.59699446,4393.52743
1076,25,0.5,0.38,0.5,0.63,94.6,79,1,0.555210358,0.479607332,39.69681287,7013.00281
1077,12.5,0.25,0.25,0.75,0.75,86,71.9,1,0.5561803,0.478935976,38.93451187,6746.4546
1078,25,0.5,0.25,0.75,0.5,94.6,79,24,0.402052391,0.40248084,30.12737627,4051.55129
1079,37.5,0.75,0.25,0.75,0.63,69.7,58.2,34,0.349908358,0.386415506,28.76356526,3436.49354
1080,25,0.5,0.25,0.5,0.63,77.4,64.7,34,0.39936701,0.406618165,31.86773783,4100.75917
1081,12.5,0.25,0.25,0.5,0.63,94.6,79,24,0.508296527,0.45981941,36.34178123,5852.8742
1082,25,0.5,0.25,0.63,0.5,94.6,79,1,0.489635345,0.444703745,35.51371293,5739.68029
1083,25,0.5,0.25,0.63,0.63,77.4,64.7,1,0.480072982,0.445071322,35.49472557,5529.06614
1084,25,0.5,0.25,0.75,0.63,94.6,79,1,0.542163836,0.485791513,39.77772061,7215.40971
1085,25,0.5,0.38,0.38,0.75,86,71.9,1,0.517723246,0.462760521,37.4186977,6752.17704
1086,12.5,0.25,0.25,0.63,0.63,77.4,64.7,16,0.552071106,0.471125278,38.38301202,6869.7776
1087,25,0.5,0.25,0.5,0.5,86,71.9,34,0.442693354,0.428118259,33.44212024,5330.36931
1088,25,0.5,0.38,0.38,0.63,94.6,79,24,0.489723491,0.44252903,35.18597077,5524.14541
1089,12.5,0.25,0.25,0.38,0.75,69.7,58.2,1,0.527308548,0.433407697,35.27931173,6515.26145
1090,12.5,0.25,0.25,0.75,0.5,77.4,64.7,34,0.499125312,0.449545727,35.48700839,5948.11447
1091,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.428321547,0.429702536,32.69048728,4575.76991
1092,12.5,0.25,0.25,0.75,0.75,77.4,64.7,16,0.62818447,0.524860365,43.7550339,8090.41713
1093,12.5,0.25,0.25,0.25,0.63,86,71.9,1,0.566076664,0.481349777,39.98873363,7416.70776
1094,25,0.5,0.25,0.63,0.75,69.7,58.2,24,0.479826829,0.433844688,34.18362679,5333.87334
1095,12.5,0.25,0.38,0.5,0.5,69.7,58.2,1,0.595306377,0.495912854,41.73066669,7236.09025
1096,12.5,0.25,0.38,0.38,0.75,77.4,64.7,1,0.583378727,0.48648622,40.55976952,7301.10622
1097,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.490242145,0.419747673,34.76957798,5482.0813
1098,12.5,0.25,0.25,0.75,0.75,69.7,58.2,24,0.627442488,0.513728593,44.99434918,8284.85461
1099,12.5,0.25,0.25,0.5,0.5,86,71.9,34,0.494906594,0.437922725,34.8744954,5934.01088
1100,25,0.5,0.25,0.38,0.5,77.4,64.7,34,0.320564713,0.377596581,33.52074419,2384.72892
1101,12.5,0.25,0.25,0.38,0.63,69.7,58.2,1,0.612633396,0.513171554,43.2784975,8175.45619
1102,25,0.5,0.25,0.75,0.5,77.4,64.7,34,0.403310637,0.403128905,32.80490554,4705.62653
1103,25,0.5,0.25,0.63,0.75,69.7,58.2,34,0.449875425,0.390310494,31.78225878,5454.63385
1104,25,0.5,0.25,0.5,0.75,77.4,64.7,16,0.468305902,0.43494618,33.31223192,5455.11891
1105,25,0.5,0.25,0.75,0.63,69.7,58.2,24,0.543968929,0.44252903,37.90930402,6795.88187
1106,12.5,0.25,0.25,0.5,0.63,77.4,64.7,34,0.473142233,0.438669933,34.33849206,5367.61826
1107,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.530709113,0.41390409,36.14089874,8254.12654
1108,25,0.5,0.25,0.38,0.5,69.7,58.2,16,0.384633032,0.400980125,31.10161493,3680.56025
1109,25,0.5,0.25,0.5,0.75,77.4,64.7,24,0.482854142,0.445308404,35.48700839,5504.75083
1110,12.5,0.25,0.25,0.5,0.63,86,71.9,24,0.467569149,0.433668483,33.4416065,5453.99382
1111,25,0.5,0.25,0.63,0.5,69.7,58.2,34,0.450102564,0.401236607,32.88039453,5333.97357
1112,25,0.5,0.38,0.5,0.75,86,71.9,1,0.51425307,0.459420676,36.95787336,5902.33288
1113,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.447780771,0.42726083,33.95797729,4968.60117
1114,12.5,0.25,0.38,0.38,0.5,69.7,58.2,16,0.605758307,0.500653697,41.21921269,7933.30235
1115,12.5,0.25,0.25,0.38,0.25,77.4,64.7,16,0.407373541,0.409907136,31.12737627,4999.15621
1116,12.5,0.25,0.25,0.75,0.75,94.6,79,24,0.555210358,0.470881708,38.17659701,7107.60976
1117,12.5,0.25,0.25,0.38,0.75,77.4,64.7,16,0.597060641,0.491279313,41.25028935,7103.50894
1118,25,0.25,0.25,0.25,0.25,77.4,64.7,24,0.340822336,0.377566465,28.41793063,3436.49354
1119,12.5,0.25,0.25,0.38,0.63,94.6,79,24,0.410253857,0.409862936,31.78225878,5867.99722
1120,25,0.5,0.25,0.63,0.75,69.7,58.2,24,0.507541905,0.431201835,36.62496616,5834.98164
1121,25,0.5,0.25,0.63,0.63,86,71.9,24,0.4965362,0.44252903,35.05053194,5535.05665
1122,25,0.5,0.38,0.38,0.75,86,71.9,24,0.392583006,0.395435754,30.78135831,3948.98691
1123,25,0.5,0.38,0.38,0.75,86,71.9,24,0.390063566,0.404796043,30.68558673,4178.77206
1124,25,0.5,0.25,0.75,0.75,94.6,79,24,0.52661476,0.46389552,37.80745277,6263.80788
1125,25,0.5,0.38,0.5,0.63,86,71.9,16,0.397461189,0.398804938,31.79835142,4112.89349
1126,25,0.5,0.25,0.38,0.75,69.7,58.2,1,0.574989422,0.476002331,39.81661146,7064.16978
1127,12.5,0.25,0.38,0.5,0.63,94.6,79,1,0.595948108,0.495164177,41.17620131,7675.96352
1128,25,0.5,0.38,0.5,0.5,94.6,79,34,0.361519212,0.388819023,28.28409524,3626.36653
1129,25,0.5,0.25,0.63,0.75,94.6,79,16,0.462996546,0.424609234,33.60574758,5205.3203
1130,12.5,0.25,0.38,0.38,0.63,86,71.9,1,0.62818447,0.528322189,44.99434918,8621.81568
1131,25,0.5,0.38,0.5,0.5,86,71.9,16,0.459356717,0.428118259,33.749712,5178.27031
1132,12.5,0.25,0.25,0.75,0.63,69.7,58.2,16,0.592156153,0.449077282,41.35738644,7800.50128
1133,25,0.5,0.25,0.75,0.63,94.6,79,16,0.519184034,0.452484359,36.82816896,6746.4546
1134,12.5,0.25,0.25,0.75,0.63,69.7,58.2,34,0.52950023,0.440298814,36.54941505,5663.06579
1135,25,0.5,0.38,0.5,0.75,77.4,64.7,24,0.612633396,0.504877559,42.93997745,8002.9971
1136,25,0.5,0.25,0.63,0.75,77.4,64.7,24,0.527189908,0.463821541,38.4173944,6754.44894
1137,25,0.5,0.25,0.5,0.63,69.7,58.2,1,0.496176505,0.443754909,35.92331365,5964.79111
1138,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.41545835,0.405558182,31.92881551,4560.22361
1139,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.466109593,0.407609786,32.26534639,5246.52146
1140,12.5,0.25,0.25,0.25,0.5,86,71.9,16,0.585377664,0.485989695,40.26003436,8413.65966
1141,12.5,0.25,0.25,0.38,0.5,94.6,79,1,0.579981861,0.492641907,40.0282126,7541.6674
1142,12.5,0.25,0.38,0.38,0.75,77.4,64.7,16,0.563746659,0.481279313,39.46947609,7184.01384
1143,25,0.5,0.38,0.38,0.63,69.7,58.2,34,0.451103585,0.401091418,33.26713681,5605.221
1144,12.5,0.25,0.25,0.38,0.75,69.7,58.2,16,0.50706065,0.440785841,36.39193423,6254.82922
1145,25,0.5,0.25,0.38,0.25,94.6,79,34,0.429210588,0.40248084,31.39456852,4574.81387
1146,25,0.25,0.25,0.25,0.38,69.7,58.2,24,0.354413049,0.381078645,29.83315835,3519.43131
1147,25,0.5,0.25,0.38,0.75,69.7,58.2,1,0.497503209,0.424803532,35.51371293,5534.80494
1148,12.5,0.25,0.25,0.63,0.75,86,71.9,34,0.626340952,0.516666897,43.36494454,8013.62631
1149,12.5,0.25,0.25,0.63,0.63,69.7,58.2,24,0.400083453,0.390310494,31.37824094,3948.98691
1150,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.435969213,0.41827206,32.514844,4584.45355
1151,25,0.5,0.25,0.38,0.63,77.4,64.7,34,0.451103585,0.436865942,33.43397592,5605.221
1152,12.5,0.25,0.25,0.38,0.63,69.7,58.2,16,0.506987743,0.43226586,35.52053432,6626.50685
1153,12.5,0.25,0.25,0.38,0.5,77.4,64.7,16,0.50831235,0.452484359,36.41565722,6994.24801
1154,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.531583632,0.465807165,37.80745277,6281.91711
1155,12.5,0.25,0.25,0.38,0.5,69.7,58.2,1,0.610329712,0.510575061,43.95536146,8307.38018
1156,12.5,0.25,0.38,0.5,0.63,77.4,64.7,1,0.509560238,0.45230956,36.14878201,6254.65511
1157,25,0.5,0.25,0.5,0.63,77.4,64.7,34,0.421448998,0.417908804,31.11060535,4218.32799
1158,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.559628479,0.471713424,38.17659701,6948.2288
1159,12.5,0.25,0.25,0.38,0.75,77.4,64.7,1,0.59891309,0.496548991,41.54582537,7548.34706
1160,12.5,0.25,0.25,0.25,0.75,77.4,64.7,34,0.543966758,0.466492143,37.45346655,6515.26145
1161,25,0.5,0.25,0.63,0.63,86,71.9,34,0.429210588,0.410575532,31.57410804,4568.67217
1162,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.575902218,0.481279313,39.76356662,7183.10038
1163,12.5,0.25,0.25,0.38,0.63,94.6,79,16,0.527189908,0.463064582,37.96686445,6799.72918
1164,12.5,0.25,0.25,0.63,0.63,86,71.9,34,0.401490054,0.402728888,30.057704,4254.82514
1165,25,0.5,0.38,0.5,0.5,94.6,79,16,0.48180056,0.442193092,35.18597077,5834.98164
1166,12.5,0.25,0.25,0.38,0.63,69.7,58.2,16,0.551234401,0.455238354,38.38301202,6521.29112
1167,12.5,0.25,0.25,0.75,0.75,86,71.9,24,0.508341786,0.452484359,36.3863589,5729.56964
1168,12.5,0.25,0.25,0.38,0.75,94.6,79,24,0.574989422,0.497978979,41.36318078,7888.41493
1169,12.5,0.25,0.25,0.5,0.63,77.4,64.7,1,0.511830268,0.463152392,37.07458041,6731.71221
1170,12.5,0.25,0.25,0.25,0.75,77.4,64.7,24,0.55195445,0.476308423,38.13019216,6621.25081
1171,25,0.5,0.38,0.38,0.63,94.6,79,24,0.335529768,0.369603345,28.74970088,3471.19214
1172,12.5,0.25,0.25,0.63,0.5,86,71.9,1,0.481328623,0.443889013,35.90984596,5503.09583
1173,25,0.5,0.38,0.5,0.63,69.7,58.2,16,0.482854142,0.399723843,31.10253472,5773.00842
1174,12.5,0.25,0.25,0.63,0.75,94.6,79,24,0.608339742,0.504233755,42.13153821,7588.36096
1175,12.5,0.25,0.25,0.38,0.5,69.7,58.2,24,0.467156853,0.412661872,33.84753901,5482.0813
1176,25,0.5,0.38,0.5,0.75,86,71.9,16,0.435969213,0.423246366,31.86729396,4575.76991
1177,12.5,0.25,0.25,0.38,0.63,86,71.9,1,0.622622866,0.513260507,43.95536146,8002.9971
1178,12.5,0.25,0.25,0.38,0.63,69.7,58.2,24,0.378833119,0.388819023,28.80786754,3720.71159
1179,12.5,0.25,0.25,0.5,0.75,94.6,79,16,0.62818447,0.453940904,43.95536146,8254.05731
1180,25,0.5,0.38,0.5,0.75,77.4,64.7,1,0.62677511,0.508018854,43.00334146,8465.88563
1181,25,0.5,0.25,0.75,0.75,69.7,58.2,16,0.450102564,0.398255665,31.85521692,5296.61109
1182,12.5,0.25,0.25,0.5,0.75,94.6,79,1,0.592156153,0.486889324,39.09185599,7793.44206
1183,25,0.5,0.38,0.38,0.5,86,71.9,1,0.509158377,0.455135389,37.08458041,6263.80788
1184,12.5,0.25,0.25,0.5,0.75,69.7,58.2,24,0.343963231,0.377566465,26.28235597,3396.72989
1185,25,0.5,0.25,0.75,0.63,86,71.9,24,0.532704207,0.462462315,38.65527495,6564.9583
1186,12.5,0.25,0.25,0.5,0.75,86,71.9,16,0.481472551,0.445238125,35.20741312,5739.92493
1187,25,0.5,0.38,0.5,0.5,94.6,79,34,0.467141264,0.431201835,35.40935334,5605.221
1188,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.535364693,0.442865602,37.97024343,6860.39643
1189,12.5,0.25,0.38,0.5,0.5,94.6,79,24,0.621810512,0.524273231,43.95536146,8157.23694
1190,37.5,0.75,0.25,0.25,0.25,69.7,58.2,24,0.439423956,0.395893563,31.23191007,4587.38557
1191,25,0.5,0.25,0.63,0.63,69.7,58.2,24,0.489635345,0.41951938,33.55813441,5495.36535
1192,25,0.25,0.25,0.25,0.38,94.6,79,34,0.33592747,0.379871916,27.735098,3662.18313
1193,12.5,0.25,0.25,0.38,0.5,86,71.9,1,0.501777434,0.448647248,35.98855463,5964.79111
1194,12.5,0.25,0.38,0.38,0.75,69.7,58.2,1,0.641617746,0.520003767,45.48708185,8711.20896
1195,37.5,0.25,0.25,0.25,0.25,77.4,64.7,16,0.383581787,0.402182926,29.06245643,3923.90628
1196,25,0.5,0.38,0.63,0.75,77.4,64.7,24,0.490242145,0.430905502,34.12272267,5946.05226
1197,25,0.5,0.25,0.63,0.5,94.6,79,16,0.585434474,0.48648622,40.56148952,7416.70776
1198,12.5,0.25,0.25,0.25,0.25,77.4,64.7,34,0.416271363,0.409033913,31.66559817,4350.42467
1199,12.5,0.25,0.38,0.38,0.5,69.7,58.2,34,0.480072982,0.424609234,34.87061011,5393.56434
1200,37.5,0.25,0.25,0.25,0.25,86,71.9,1,0.320417393,0.373748945,27.19065136,3049.26032
1201,12.5,0.25,0.25,0.38,0.75,69.7,58.2,24,0.54613583,0.452027468,42.13153821,8357.06722
1202,12.5,0.25,0.25,0.25,0.75,77.4,64.7,16,0.584016198,0.486931048,40.56148952,8652.04334
1203,25,0.5,0.25,0.75,0.63,86,71.9,24,0.489723491,0.445071322,34.01445364,5674.02852
1204,12.5,0.25,0.25,0.25,0.25,94.6,79,16,0.447668818,0.425220363,35.77113923,5305.74363
1205,12.5,0.25,0.25,0.38,0.75,77.4,64.7,1,0.579179402,0.484698098,40.03764422,7660.88604
1206,12.5,0.25,0.25,0.63,0.5,94.6,79,16,0.538604193,0.463020067,37.25789282,6691.04322
1207,25,0.5,0.25,0.75,0.75,94.6,79,34,0.404225284,0.403128905,31.55298278,4282.70063
1208,12.5,0.25,0.25,0.38,0.38,69.7,58.2,16,0.50476135,0.429702536,36.16966007,6102.76282
1209,25,0.5,0.25,0.38,0.5,86,71.9,16,0.556301788,0.476588872,38.94515185,6842.76056
1210,25,0.25,0.25,0.25,0.25,94.6,79,24,0.448841436,0.424380104,34.09291711,4768.59437
1211,12.5,0.25,0.25,0.38,0.63,94.6,79,1,0.596036127,0.491901278,41.53222072,7529.17505
1212,12.5,0.25,0.38,0.5,0.63,69.7,58.2,24,0.490320807,0.424874062,34.3041215,5575.39447
1213,25,0.5,0.38,0.5,0.75,77.4,64.7,34,0.467569149,0.428903862,33.85831713,5085.84473
1214,25,0.5,0.25,0.38,0.5,69.7,58.2,24,0.421629852,0.397418165,31.37824094,4125.75712
1215,12.5,0.25,0.25,0.38,0.5,94.6,79,1,0.592156153,0.480106144,41.73066669,7963.93931
1216,25,0.5,0.38,0.38,0.5,77.4,64.7,16,0.535877448,0.463561831,37.67828481,6279.3385
1217,25,0.5,0.25,0.38,0.5,94.6,79,34,0.334220017,0.37718413,27.3454535,3519.43131
1218,25,0.5,0.38,0.5,0.5,86,71.9,24,0.429000524,0.409987805,31.90931611,4580.393
1219,12.5,0.25,0.25,0.63,0.75,69.7,58.2,16,0.464368945,0.423053154,33.44938499,5192.88315
1220,12.5,0.25,0.25,0.38,0.75,69.7,58.2,16,0.54613583,0.466492143,37.96058614,6564.9583
1221,12.5,0.25,0.38,0.38,0.75,69.7,58.2,16,0.459087683,0.401490054,32.69048728,6060.64149
1222,25,0.5,0.25,0.75,0.63,94.6,79,24,0.425493214,0.43491928,32.28899894,4460.91457
1223,25,0.5,0.25,0.5,0.63,77.4,64.7,1,0.55195445,0.470846733,38.45252155,6614.21931
1224,25,0.5,0.25,0.38,0.75,69.7,58.2,1,0.502106031,0.438026493,35.41408191,6578.23522
1225,25,0.5,0.25,0.38,0.5,94.6,79,34,0.490965919,0.442952601,35.93380223,5946.15842
1226,12.5,0.25,0.25,0.5,0.75,77.4,64.7,1,0.644329005,0.524273231,45.718182,8711.20896
1227,12.5,0.25,0.25,0.38,0.63,69.7,58.2,16,0.630637776,0.510575061,43.95536146,8134.72655
1228,12.5,0.25,0.25,0.38,0.75,86,71.9,24,0.454737417,0.402855862,31.00460557,5085.84473
1229,12.5,0.25,0.25,0.75,0.75,94.6,79,34,0.508341786,0.453507667,36.83081961,5912.43376
1230,25,0.5,0.25,0.63,0.63,86,71.9,24,0.581744319,0.486003684,40.26540842,7243.22611
1231,12.5,0.25,0.25,0.25,0.25,94.6,79,24,0.502398084,0.452320672,36.3863589,6010.76008
1232,25,0.5,0.38,0.5,0.75,86,71.9,16,0.523070143,0.451905492,36.63337572,6155.89609
